Conjugation,Verb,Tense,Person,Lesson#,Lesson ID,Shared
jarraitzen natzaigu,jarraitu,presentByNor,ni,258,nor-axis-present-review-gu,NO
jarraitzen zatzaigu,jarraitu,presentByNor,zu,258,nor-axis-present-review-gu,NO
jarraitzen zatzaizkigu,jarraitu,presentByNor,zuek,258,nor-axis-present-review-gu,NO
gustatu nintzaigun,gustatu,pastByNor,ni,259,nor-axis-past-review-gu,NO
gustatu zintzaigun,gustatu,pastByNor,zu,259,nor-axis-past-review-gu,NO
gustatu zintzaizkigun,gustatu,pastByNor,zuek,259,nor-axis-past-review-gu,NO
iruditu nintzaigun,iruditu,pastByNor,ni,259,nor-axis-past-review-gu,NO
iruditu zintzaigun,iruditu,pastByNor,zu,259,nor-axis-past-review-gu,NO
iruditu zintzaizkigun,iruditu,pastByNor,zuek,259,nor-axis-past-review-gu,NO
ahaztu nintzaigun,ahaztu,pastByNor,ni,259,nor-axis-past-review-gu,NO
ahaztu zintzaigun,ahaztu,pastByNor,zu,259,nor-axis-past-review-gu,NO
ahaztu zintzaizkigun,ahaztu,pastByNor,zuek,259,nor-axis-past-review-gu,NO
jarraitu nintzaigun,jarraitu,pastByNor,ni,259,nor-axis-past-review-gu,NO
jarraitu zintzaigun,jarraitu,pastByNor,zu,259,nor-axis-past-review-gu,NO
jarraitu zintzaizkigun,jarraitu,pastByNor,zuek,259,nor-axis-past-review-gu,NO
gustatzen natzaizue,gustatu,presentByNor,ni,260,nor-axis-present-review-zuek,NO
gustatzen zatzaizue,gustatu,presentByNor,zu,260,nor-axis-present-review-zuek,NO
gustatzen gatzaizkizue,gustatu,presentByNor,gu,260,nor-axis-present-review-zuek,NO
iruditzen natzaizue,iruditu,presentByNor,ni,260,nor-axis-present-review-zuek,NO
iruditzen zatzaizue,iruditu,presentByNor,zu,260,nor-axis-present-review-zuek,NO
iruditzen gatzaizkizue,iruditu,presentByNor,gu,260,nor-axis-present-review-zuek,NO
ahaztu natzaizue,ahaztu,presentByNor,ni,260,nor-axis-present-review-zuek,NO
ahaztu zatzaizue,ahaztu,presentByNor,zu,260,nor-axis-present-review-zuek,NO
ahaztu gatzaizkizue,ahaztu,presentByNor,gu,260,nor-axis-present-review-zuek,NO
jarraitzen natzaizue,jarraitu,presentByNor,ni,260,nor-axis-present-review-zuek,NO
jarraitzen zatzaizue,jarraitu,presentByNor,zu,260,nor-axis-present-review-zuek,NO
jarraitzen gatzaizkizue,jarraitu,presentByNor,gu,260,nor-axis-present-review-zuek,NO
gustatu nintzaizuen,gustatu,pastByNor,ni,261,nor-axis-past-review-zuek,NO
gustatu zintzaizuen,gustatu,pastByNor,zu,261,nor-axis-past-review-zuek,NO
gustatu gintzaizkizuen,gustatu,pastByNor,gu,261,nor-axis-past-review-zuek,NO
iruditu nintzaizuen,iruditu,pastByNor,ni,261,nor-axis-past-review-zuek,NO
iruditu zintzaizuen,iruditu,pastByNor,zu,261,nor-axis-past-review-zuek,NO
iruditu gintzaizkizuen,iruditu,pastByNor,gu,261,nor-axis-past-review-zuek,NO
ahaztu nintzaizuen,ahaztu,pastByNor,ni,261,nor-axis-past-review-zuek,NO
ahaztu zintzaizuen,ahaztu,pastByNor,zu,261,nor-axis-past-review-zuek,NO
ahaztu gintzaizkizuen,ahaztu,pastByNor,gu,261,nor-axis-past-review-zuek,NO
jarraitu nintzaizuen,jarraitu,pastByNor,ni,261,nor-axis-past-review-zuek,NO
jarraitu zintzaizuen,jarraitu,pastByNor,zu,261,nor-axis-past-review-zuek,NO
jarraitu gintzaizkizuen,jarraitu,pastByNor,gu,261,nor-axis-past-review-zuek,NO
gustatzen natzaie,gustatu,presentByNor,ni,262,nor-axis-present-review-haiek,NO
gustatzen zatzaie,gustatu,presentByNor,zu,262,nor-axis-present-review-haiek,NO
gustatzen gatzaizkie,gustatu,presentByNor,gu,262,nor-axis-present-review-haiek,NO
gustatzen zatzaizkie,gustatu,presentByNor,zuek,262,nor-axis-present-review-haiek,NO
iruditzen natzaie,iruditu,presentByNor,ni,262,nor-axis-present-review-haiek,NO
iruditzen zatzaie,iruditu,presentByNor,zu,262,nor-axis-present-review-haiek,NO
iruditzen gatzaizkie,iruditu,presentByNor,gu,262,nor-axis-present-review-haiek,NO
iruditzen zatzaizkie,iruditu,presentByNor,zuek,262,nor-axis-present-review-haiek,NO
ahaztu natzaie,ahaztu,presentByNor,ni,262,nor-axis-present-review-haiek,NO
ahaztu zatzaie,ahaztu,presentByNor,zu,262,nor-axis-present-review-haiek,NO
ahaztu gatzaizkie,ahaztu,presentByNor,gu,262,nor-axis-present-review-haiek,NO
ahaztu zatzaizkie,ahaztu,presentByNor,zuek,262,nor-axis-present-review-haiek,NO
jarraitzen natzaie,jarraitu,presentByNor,ni,262,nor-axis-present-review-haiek,NO
jarraitzen zatzaie,jarraitu,presentByNor,zu,262,nor-axis-present-review-haiek,NO
jarraitzen gatzaizkie,jarraitu,presentByNor,gu,262,nor-axis-present-review-haiek,NO
jarraitzen zatzaizkie,jarraitu,presentByNor,zuek,262,nor-axis-present-review-haiek,NO
gustatu nintzaien,gustatu,pastByNor,ni,263,nor-axis-past-review-haiek,NO
gustatu zintzaien,gustatu,pastByNor,zu,263,nor-axis-past-review-haiek,NO
gustatu gintzaizkien,gustatu,pastByNor,gu,263,nor-axis-past-review-haiek,NO
gustatu zintzaizkien,gustatu,pastByNor,zuek,263,nor-axis-past-review-haiek,NO
iruditu nintzaien,iruditu,pastByNor,ni,263,nor-axis-past-review-haiek,NO
iruditu zintzaien,iruditu,pastByNor,zu,263,nor-axis-past-review-haiek,NO
iruditu gintzaizkien,iruditu,pastByNor,gu,263,nor-axis-past-review-haiek,NO
iruditu zintzaizkien,iruditu,pastByNor,zuek,263,nor-axis-past-review-haiek,NO
ahaztu nintzaien,ahaztu,pastByNor,ni,263,nor-axis-past-review-haiek,NO
ahaztu zintzaien,ahaztu,pastByNor,zu,263,nor-axis-past-review-haiek,NO
ahaztu gintzaizkien,ahaztu,pastByNor,gu,263,nor-axis-past-review-haiek,NO
ahaztu zintzaizkien,ahaztu,pastByNor,zuek,263,nor-axis-past-review-haiek,NO
jarraitu nintzaien,jarraitu,pastByNor,ni,263,nor-axis-past-review-haiek,NO
jarraitu zintzaien,jarraitu,pastByNor,zu,263,nor-axis-past-review-haiek,NO
jarraitu gintzaizkien,jarraitu,pastByNor,gu,263,nor-axis-past-review-haiek,NO
jarraitu zintzaizkien,jarraitu,pastByNor,zuek,263,nor-axis-past-review-haiek,NO
gustatuko bazintzait,gustatu,baldintzaByNor,zu,264,baldintza-axis-review-ni,NO
gustatuko bagintzaizkit,gustatu,baldintzaByNor,gu,264,baldintza-axis-review-ni,NO
gustatuko bazintzaizkit,gustatu,baldintzaByNor,zuek,264,baldintza-axis-review-ni,NO
irudituko bazintzait,iruditu,baldintzaByNor,zu,264,baldintza-axis-review-ni,NO
irudituko bagintzaizkit,iruditu,baldintzaByNor,gu,264,baldintza-axis-review-ni,NO
irudituko bazintzaizkit,iruditu,baldintzaByNor,zuek,264,baldintza-axis-review-ni,NO
ahaztuko bazintzait,ahaztu,baldintzaByNor,zu,264,baldintza-axis-review-ni,NO
ahaztuko bagintzaizkit,ahaztu,baldintzaByNor,gu,264,baldintza-axis-review-ni,NO
ahaztuko bazintzaizkit,ahaztu,baldintzaByNor,zuek,264,baldintza-axis-review-ni,NO
jarraituko bazintzait,jarraitu,baldintzaByNor,zu,264,baldintza-axis-review-ni,NO
jarraituko bagintzaizkit,jarraitu,baldintzaByNor,gu,264,baldintza-axis-review-ni,NO
jarraituko bazintzaizkit,jarraitu,baldintzaByNor,zuek,264,baldintza-axis-review-ni,NO
gustatuko banintzaizu,gustatu,baldintzaByNor,ni,265,baldintza-axis-review-zu,NO
gustatuko bagintzaizkizu,gustatu,baldintzaByNor,gu,265,baldintza-axis-review-zu,NO
gustatuko bazintzaizkizu,gustatu,baldintzaByNor,zuek,265,baldintza-axis-review-zu,NO
irudituko banintzaizu,iruditu,baldintzaByNor,ni,265,baldintza-axis-review-zu,NO
irudituko bagintzaizkizu,iruditu,baldintzaByNor,gu,265,baldintza-axis-review-zu,NO
irudituko bazintzaizkizu,iruditu,baldintzaByNor,zuek,265,baldintza-axis-review-zu,NO
ahaztuko banintzaizu,ahaztu,baldintzaByNor,ni,265,baldintza-axis-review-zu,NO
ahaztuko bagintzaizkizu,ahaztu,baldintzaByNor,gu,265,baldintza-axis-review-zu,NO
ahaztuko bazintzaizkizu,ahaztu,baldintzaByNor,zuek,265,baldintza-axis-review-zu,NO
jarraituko banintzaizu,jarraitu,baldintzaByNor,ni,265,baldintza-axis-review-zu,NO
jarraituko bagintzaizkizu,jarraitu,baldintzaByNor,gu,265,baldintza-axis-review-zu,NO
jarraituko bazintzaizkizu,jarraitu,baldintzaByNor,zuek,265,baldintza-axis-review-zu,NO
gustatuko banintzaio,gustatu,baldintzaByNor,ni,266,baldintza-axis-review-hura,NO
gustatuko bazintzaio,gustatu,baldintzaByNor,zu,266,baldintza-axis-review-hura,NO
gustatuko bagintzaizkio,gustatu,baldintzaByNor,gu,266,baldintza-axis-review-hura,NO
gustatuko bazintzaizkio,gustatu,baldintzaByNor,zuek,266,baldintza-axis-review-hura,NO
irudituko banintzaio,iruditu,baldintzaByNor,ni,266,baldintza-axis-review-hura,NO
irudituko bazintzaio,iruditu,baldintzaByNor,zu,266,baldintza-axis-review-hura,NO
irudituko bagintzaizkio,iruditu,baldintzaByNor,gu,266,baldintza-axis-review-hura,NO
irudituko bazintzaizkio,iruditu,baldintzaByNor,zuek,266,baldintza-axis-review-hura,NO
ahaztuko banintzaio,ahaztu,baldintzaByNor,ni,266,baldintza-axis-review-hura,NO
ahaztuko bazintzaio,ahaztu,baldintzaByNor,zu,266,baldintza-axis-review-hura,NO
ahaztuko bagintzaizkio,ahaztu,baldintzaByNor,gu,266,baldintza-axis-review-hura,NO
ahaztuko bazintzaizkio,ahaztu,baldintzaByNor,zuek,266,baldintza-axis-review-hura,NO
jarraituko banintzaio,jarraitu,baldintzaByNor,ni,266,baldintza-axis-review-hura,NO
jarraituko bazintzaio,jarraitu,baldintzaByNor,zu,266,baldintza-axis-review-hura,NO
jarraituko bagintzaizkio,jarraitu,baldintzaByNor,gu,266,baldintza-axis-review-hura,NO
jarraituko bazintzaizkio,jarraitu,baldintzaByNor,zuek,266,baldintza-axis-review-hura,NO
gustatuko banintzaigu,gustatu,baldintzaByNor,ni,267,baldintza-axis-review-gu,NO
gustatuko bazintzaigu,gustatu,baldintzaByNor,zu,267,baldintza-axis-review-gu,NO
gustatuko bazintzaizkigu,gustatu,baldintzaByNor,zuek,267,baldintza-axis-review-gu,NO
irudituko banintzaigu,iruditu,baldintzaByNor,ni,267,baldintza-axis-review-gu,NO
irudituko bazintzaigu,iruditu,baldintzaByNor,zu,267,baldintza-axis-review-gu,NO
irudituko bazintzaizkigu,iruditu,baldintzaByNor,zuek,267,baldintza-axis-review-gu,NO
ahaztuko banintzaigu,ahaztu,baldintzaByNor,ni,267,baldintza-axis-review-gu,NO
ahaztuko bazintzaigu,ahaztu,baldintzaByNor,zu,267,baldintza-axis-review-gu,NO
ahaztuko bazintzaizkigu,ahaztu,baldintzaByNor,zuek,267,baldintza-axis-review-gu,NO
jarraituko banintzaigu,jarraitu,baldintzaByNor,ni,267,baldintza-axis-review-gu,NO
jarraituko bazintzaigu,jarraitu,baldintzaByNor,zu,267,baldintza-axis-review-gu,NO
jarraituko bazintzaizkigu,jarraitu,baldintzaByNor,zuek,267,baldintza-axis-review-gu,NO
gustatuko banintzaizue,gustatu,baldintzaByNor,ni,268,baldintza-axis-review-zuek,NO
gustatuko bazintzaizue,gustatu,baldintzaByNor,zu,268,baldintza-axis-review-zuek,NO
gustatuko bagintzaizkizue,gustatu,baldintzaByNor,gu,268,baldintza-axis-review-zuek,NO
irudituko banintzaizue,iruditu,baldintzaByNor,ni,268,baldintza-axis-review-zuek,NO
irudituko bazintzaizue,iruditu,baldintzaByNor,zu,268,baldintza-axis-review-zuek,NO
irudituko bagintzaizkizue,iruditu,baldintzaByNor,gu,268,baldintza-axis-review-zuek,NO
ahaztuko banintzaizue,ahaztu,baldintzaByNor,ni,268,baldintza-axis-review-zuek,NO
ahaztuko bazintzaizue,ahaztu,baldintzaByNor,zu,268,baldintza-axis-review-zuek,NO
ahaztuko bagintzaizkizue,ahaztu,baldintzaByNor,gu,268,baldintza-axis-review-zuek,NO
jarraituko banintzaizue,jarraitu,baldintzaByNor,ni,268,baldintza-axis-review-zuek,NO
jarraituko bazintzaizue,jarraitu,baldintzaByNor,zu,268,baldintza-axis-review-zuek,NO
jarraituko bagintzaizkizue,jarraitu,baldintzaByNor,gu,268,baldintza-axis-review-zuek,NO
gustatuko banintzaie,gustatu,baldintzaByNor,ni,269,baldintza-axis-review-haiek,NO
gustatuko bazintzaie,gustatu,baldintzaByNor,zu,269,baldintza-axis-review-haiek,NO
gustatuko bagintzaizkie,gustatu,baldintzaByNor,gu,269,baldintza-axis-review-haiek,NO
gustatuko bazintzaizkie,gustatu,baldintzaByNor,zuek,269,baldintza-axis-review-haiek,NO
irudituko banintzaie,iruditu,baldintzaByNor,ni,269,baldintza-axis-review-haiek,NO
irudituko bazintzaie,iruditu,baldintzaByNor,zu,269,baldintza-axis-review-haiek,NO
irudituko bagintzaizkie,iruditu,baldintzaByNor,gu,269,baldintza-axis-review-haiek,NO
irudituko bazintzaizkie,iruditu,baldintzaByNor,zuek,269,baldintza-axis-review-haiek,NO
ahaztuko banintzaie,ahaztu,baldintzaByNor,ni,269,baldintza-axis-review-haiek,NO
ahaztuko bazintzaie,ahaztu,baldintzaByNor,zu,269,baldintza-axis-review-haiek,NO
ahaztuko bagintzaizkie,ahaztu,baldintzaByNor,gu,269,baldintza-axis-review-haiek,NO
ahaztuko bazintzaizkie,ahaztu,baldintzaByNor,zuek,269,baldintza-axis-review-haiek,NO
jarraituko banintzaie,jarraitu,baldintzaByNor,ni,269,baldintza-axis-review-haiek,NO
jarraituko bazintzaie,jarraitu,baldintzaByNor,zu,269,baldintza-axis-review-haiek,NO
jarraituko bagintzaizkie,jarraitu,baldintzaByNor,gu,269,baldintza-axis-review-haiek,NO
jarraituko bazintzaizkie,jarraitu,baldintzaByNor,zuek,269,baldintza-axis-review-haiek,NO
gustatuko zintzaidake,gustatu,conditionalByNor,zu,270,conditional-axis-review-ni,NO
gustatuko gintzaizkidake,gustatu,conditionalByNor,gu,270,conditional-axis-review-ni,NO
gustatuko zintzaizkidake,gustatu,conditionalByNor,zuek,270,conditional-axis-review-ni,NO
irudituko zintzaidake,iruditu,conditionalByNor,zu,270,conditional-axis-review-ni,NO
irudituko gintzaizkidake,iruditu,conditionalByNor,gu,270,conditional-axis-review-ni,NO
irudituko zintzaizkidake,iruditu,conditionalByNor,zuek,270,conditional-axis-review-ni,NO
ahaztuko zintzaidake,ahaztu,conditionalByNor,zu,270,conditional-axis-review-ni,NO
ahaztuko gintzaizkidake,ahaztu,conditionalByNor,gu,270,conditional-axis-review-ni,NO
ahaztuko zintzaizkidake,ahaztu,conditionalByNor,zuek,270,conditional-axis-review-ni,NO
jarraituko zintzaidake,jarraitu,conditionalByNor,zu,270,conditional-axis-review-ni,NO
jarraituko gintzaizkidake,jarraitu,conditionalByNor,gu,270,conditional-axis-review-ni,NO
jarraituko zintzaizkidake,jarraitu,conditionalByNor,zuek,270,conditional-axis-review-ni,NO
gustatuko nintzaizuke,gustatu,conditionalByNor,ni,271,conditional-axis-review-zu,NO
gustatuko gintzaizkizuke,gustatu,conditionalByNor,gu,271,conditional-axis-review-zu,NO
gustatuko zintzaizkizuke,gustatu,conditionalByNor,zuek,271,conditional-axis-review-zu,NO
irudituko nintzaizuke,iruditu,conditionalByNor,ni,271,conditional-axis-review-zu,NO
irudituko gintzaizkizuke,iruditu,conditionalByNor,gu,271,conditional-axis-review-zu,NO
irudituko zintzaizkizuke,iruditu,conditionalByNor,zuek,271,conditional-axis-review-zu,NO
ahaztuko nintzaizuke,ahaztu,conditionalByNor,ni,271,conditional-axis-review-zu,NO
ahaztuko gintzaizkizuke,ahaztu,conditionalByNor,gu,271,conditional-axis-review-zu,NO
ahaztuko zintzaizkizuke,ahaztu,conditionalByNor,zuek,271,conditional-axis-review-zu,NO
jarraituko nintzaizuke,jarraitu,conditionalByNor,ni,271,conditional-axis-review-zu,NO
jarraituko gintzaizkizuke,jarraitu,conditionalByNor,gu,271,conditional-axis-review-zu,NO
jarraituko zintzaizkizuke,jarraitu,conditionalByNor,zuek,271,conditional-axis-review-zu,NO
gustatuko nintzaioke,gustatu,conditionalByNor,ni,272,conditional-axis-review-hura,NO
gustatuko zintzaioke,gustatu,conditionalByNor,zu,272,conditional-axis-review-hura,NO
gustatuko gintzaizkioke,gustatu,conditionalByNor,gu,272,conditional-axis-review-hura,NO
gustatuko zintzaizkioke,gustatu,conditionalByNor,zuek,272,conditional-axis-review-hura,NO
irudituko nintzaioke,iruditu,conditionalByNor,ni,272,conditional-axis-review-hura,NO
irudituko zintzaioke,iruditu,conditionalByNor,zu,272,conditional-axis-review-hura,NO
irudituko gintzaizkioke,iruditu,conditionalByNor,gu,272,conditional-axis-review-hura,NO
irudituko zintzaizkioke,iruditu,conditionalByNor,zuek,272,conditional-axis-review-hura,NO
ahaztuko nintzaioke,ahaztu,conditionalByNor,ni,272,conditional-axis-review-hura,NO
ahaztuko zintzaioke,ahaztu,conditionalByNor,zu,272,conditional-axis-review-hura,NO
ahaztuko gintzaizkioke,ahaztu,conditionalByNor,gu,272,conditional-axis-review-hura,NO
ahaztuko zintzaizkioke,ahaztu,conditionalByNor,zuek,272,conditional-axis-review-hura,NO
jarraituko nintzaioke,jarraitu,conditionalByNor,ni,272,conditional-axis-review-hura,NO
jarraituko zintzaioke,jarraitu,conditionalByNor,zu,272,conditional-axis-review-hura,NO
jarraituko gintzaizkioke,jarraitu,conditionalByNor,gu,272,conditional-axis-review-hura,NO
jarraituko zintzaizkioke,jarraitu,conditionalByNor,zuek,272,conditional-axis-review-hura,NO
gustatuko nintzaiguke,gustatu,conditionalByNor,ni,273,conditional-axis-review-gu,NO
gustatuko zintzaiguke,gustatu,conditionalByNor,zu,273,conditional-axis-review-gu,NO
gustatuko zintzaizkiguke,gustatu,conditionalByNor,zuek,273,conditional-axis-review-gu,NO
irudituko nintzaiguke,iruditu,conditionalByNor,ni,273,conditional-axis-review-gu,NO
irudituko zintzaiguke,iruditu,conditionalByNor,zu,273,conditional-axis-review-gu,NO
irudituko zintzaizkiguke,iruditu,conditionalByNor,zuek,273,conditional-axis-review-gu,NO
ahaztuko nintzaiguke,ahaztu,conditionalByNor,ni,273,conditional-axis-review-gu,NO
ahaztuko zintzaiguke,ahaztu,conditionalByNor,zu,273,conditional-axis-review-gu,NO
ahaztuko zintzaizkiguke,ahaztu,conditionalByNor,zuek,273,conditional-axis-review-gu,NO
jarraituko nintzaiguke,jarraitu,conditionalByNor,ni,273,conditional-axis-review-gu,NO
jarraituko zintzaiguke,jarraitu,conditionalByNor,zu,273,conditional-axis-review-gu,NO
jarraituko zintzaizkiguke,jarraitu,conditionalByNor,zuek,273,conditional-axis-review-gu,NO
gustatuko nintzaizuekete,gustatu,conditionalByNor,ni,274,conditional-axis-review-zuek,NO
gustatuko zintzaizuekete,gustatu,conditionalByNor,zu,274,conditional-axis-review-zuek,NO
gustatuko gintzaizkizuekete,gustatu,conditionalByNor,gu,274,conditional-axis-review-zuek,NO
irudituko nintzaizuekete,iruditu,conditionalByNor,ni,274,conditional-axis-review-zuek,NO
irudituko zintzaizuekete,iruditu,conditionalByNor,zu,274,conditional-axis-review-zuek,NO
irudituko gintzaizkizuekete,iruditu,conditionalByNor,gu,274,conditional-axis-review-zuek,NO
ahaztuko nintzaizuekete,ahaztu,conditionalByNor,ni,274,conditional-axis-review-zuek,NO
ahaztuko zintzaizuekete,ahaztu,conditionalByNor,zu,274,conditional-axis-review-zuek,NO
ahaztuko gintzaizkizuekete,ahaztu,conditionalByNor,gu,274,conditional-axis-review-zuek,NO
jarraituko nintzaizuekete,jarraitu,conditionalByNor,ni,274,conditional-axis-review-zuek,NO
jarraituko zintzaizuekete,jarraitu,conditionalByNor,zu,274,conditional-axis-review-zuek,NO
jarraituko gintzaizkizuekete,jarraitu,conditionalByNor,gu,274,conditional-axis-review-zuek,NO
gustatuko nintzaieke,gustatu,conditionalByNor,ni,275,conditional-axis-review-haiek,NO
gustatuko zintzaieke,gustatu,conditionalByNor,zu,275,conditional-axis-review-haiek,NO
gustatuko gintzaizkieke,gustatu,conditionalByNor,gu,275,conditional-axis-review-haiek,NO
gustatuko zintzaizkieke,gustatu,conditionalByNor,zuek,275,conditional-axis-review-haiek,NO
irudituko nintzaieke,iruditu,conditionalByNor,ni,275,conditional-axis-review-haiek,NO
irudituko zintzaieke,iruditu,conditionalByNor,zu,275,conditional-axis-review-haiek,NO
irudituko gintzaizkieke,iruditu,conditionalByNor,gu,275,conditional-axis-review-haiek,NO
irudituko zintzaizkieke,iruditu,conditionalByNor,zuek,275,conditional-axis-review-haiek,NO
ahaztuko nintzaieke,ahaztu,conditionalByNor,ni,275,conditional-axis-review-haiek,NO
ahaztuko zintzaieke,ahaztu,conditionalByNor,zu,275,conditional-axis-review-haiek,NO
ahaztuko gintzaizkieke,ahaztu,conditionalByNor,gu,275,conditional-axis-review-haiek,NO
ahaztuko zintzaizkieke,ahaztu,conditionalByNor,zuek,275,conditional-axis-review-haiek,NO
jarraituko nintzaieke,jarraitu,conditionalByNor,ni,275,conditional-axis-review-haiek,NO
jarraituko zintzaieke,jarraitu,conditionalByNor,zu,275,conditional-axis-review-haiek,NO
jarraituko gintzaizkieke,jarraitu,conditionalByNor,gu,275,conditional-axis-review-haiek,NO
jarraituko zintzaizkieke,jarraitu,conditionalByNor,zuek,275,conditional-axis-review-haiek,NO
gustatuko zintzaidakeen,gustatu,conditionalPastByNor,zu,276,conditional-past-axis-review-ni,NO
gustatuko gintzaizkidakeen,gustatu,conditionalPastByNor,gu,276,conditional-past-axis-review-ni,NO
gustatuko zintzaizkidakeen,gustatu,conditionalPastByNor,zuek,276,conditional-past-axis-review-ni,NO
irudituko zintzaidakeen,iruditu,conditionalPastByNor,zu,276,conditional-past-axis-review-ni,NO
irudituko gintzaizkidakeen,iruditu,conditionalPastByNor,gu,276,conditional-past-axis-review-ni,NO
irudituko zintzaizkidakeen,iruditu,conditionalPastByNor,zuek,276,conditional-past-axis-review-ni,NO
ahaztuko zintzaidakeen,ahaztu,conditionalPastByNor,zu,276,conditional-past-axis-review-ni,NO
ahaztuko gintzaizkidakeen,ahaztu,conditionalPastByNor,gu,276,conditional-past-axis-review-ni,NO
ahaztuko zintzaizkidakeen,ahaztu,conditionalPastByNor,zuek,276,conditional-past-axis-review-ni,NO
jarraituko zintzaidakeen,jarraitu,conditionalPastByNor,zu,276,conditional-past-axis-review-ni,NO
jarraituko gintzaizkidakeen,jarraitu,conditionalPastByNor,gu,276,conditional-past-axis-review-ni,NO
jarraituko zintzaizkidakeen,jarraitu,conditionalPastByNor,zuek,276,conditional-past-axis-review-ni,NO
gustatuko nintzaizukeen,gustatu,conditionalPastByNor,ni,277,conditional-past-axis-review-zu,NO
gustatuko gintzaizkizukeen,gustatu,conditionalPastByNor,gu,277,conditional-past-axis-review-zu,NO
gustatuko zintzaizkizukeen,gustatu,conditionalPastByNor,zuek,277,conditional-past-axis-review-zu,NO
irudituko nintzaizukeen,iruditu,conditionalPastByNor,ni,277,conditional-past-axis-review-zu,NO
irudituko gintzaizkizukeen,iruditu,conditionalPastByNor,gu,277,conditional-past-axis-review-zu,NO
irudituko zintzaizkizukeen,iruditu,conditionalPastByNor,zuek,277,conditional-past-axis-review-zu,NO
ahaztuko nintzaizukeen,ahaztu,conditionalPastByNor,ni,277,conditional-past-axis-review-zu,NO
ahaztuko gintzaizkizukeen,ahaztu,conditionalPastByNor,gu,277,conditional-past-axis-review-zu,NO
ahaztuko zintzaizkizukeen,ahaztu,conditionalPastByNor,zuek,277,conditional-past-axis-review-zu,NO
jarraituko nintzaizukeen,jarraitu,conditionalPastByNor,ni,277,conditional-past-axis-review-zu,NO
jarraituko gintzaizkizukeen,jarraitu,conditionalPastByNor,gu,277,conditional-past-axis-review-zu,NO
jarraituko zintzaizkizukeen,jarraitu,conditionalPastByNor,zuek,277,conditional-past-axis-review-zu,NO
gustatuko nintzaiokeen,gustatu,conditionalPastByNor,ni,278,conditional-past-axis-review-hura,NO
gustatuko zintzaiokeen,gustatu,conditionalPastByNor,zu,278,conditional-past-axis-review-hura,NO
gustatuko gintzaizkiokeen,gustatu,conditionalPastByNor,gu,278,conditional-past-axis-review-hura,NO
gustatuko zintzaizkiokeen,gustatu,conditionalPastByNor,zuek,278,conditional-past-axis-review-hura,NO
irudituko nintzaiokeen,iruditu,conditionalPastByNor,ni,278,conditional-past-axis-review-hura,NO
irudituko zintzaiokeen,iruditu,conditionalPastByNor,zu,278,conditional-past-axis-review-hura,NO
irudituko gintzaizkiokeen,iruditu,conditionalPastByNor,gu,278,conditional-past-axis-review-hura,NO
irudituko zintzaizkiokeen,iruditu,conditionalPastByNor,zuek,278,conditional-past-axis-review-hura,NO
ahaztuko nintzaiokeen,ahaztu,conditionalPastByNor,ni,278,conditional-past-axis-review-hura,NO
ahaztuko zintzaiokeen,ahaztu,conditionalPastByNor,zu,278,conditional-past-axis-review-hura,NO
ahaztuko gintzaizkiokeen,ahaztu,conditionalPastByNor,gu,278,conditional-past-axis-review-hura,NO
ahaztuko zintzaizkiokeen,ahaztu,conditionalPastByNor,zuek,278,conditional-past-axis-review-hura,NO
jarraituko nintzaiokeen,jarraitu,conditionalPastByNor,ni,278,conditional-past-axis-review-hura,NO
jarraituko zintzaiokeen,jarraitu,conditionalPastByNor,zu,278,conditional-past-axis-review-hura,NO
jarraituko gintzaizkiokeen,jarraitu,conditionalPastByNor,gu,278,conditional-past-axis-review-hura,NO
jarraituko zintzaizkiokeen,jarraitu,conditionalPastByNor,zuek,278,conditional-past-axis-review-hura,NO
gustatuko nintzaigukeen,gustatu,conditionalPastByNor,ni,279,conditional-past-axis-review-gu,NO
gustatuko zintzaigukeen,gustatu,conditionalPastByNor,zu,279,conditional-past-axis-review-gu,NO
gustatuko zintzaizkigukeen,gustatu,conditionalPastByNor,zuek,279,conditional-past-axis-review-gu,NO
irudituko nintzaigukeen,iruditu,conditionalPastByNor,ni,279,conditional-past-axis-review-gu,NO
irudituko zintzaigukeen,iruditu,conditionalPastByNor,zu,279,conditional-past-axis-review-gu,NO
irudituko zintzaizkigukeen,iruditu,conditionalPastByNor,zuek,279,conditional-past-axis-review-gu,NO
ahaztuko nintzaigukeen,ahaztu,conditionalPastByNor,ni,279,conditional-past-axis-review-gu,NO
ahaztuko zintzaigukeen,ahaztu,conditionalPastByNor,zu,279,conditional-past-axis-review-gu,NO
ahaztuko zintzaizkigukeen,ahaztu,conditionalPastByNor,zuek,279,conditional-past-axis-review-gu,NO
jarraituko nintzaigukeen,jarraitu,conditionalPastByNor,ni,279,conditional-past-axis-review-gu,NO
jarraituko zintzaigukeen,jarraitu,conditionalPastByNor,zu,279,conditional-past-axis-review-gu,NO
jarraituko zintzaizkigukeen,jarraitu,conditionalPastByNor,zuek,279,conditional-past-axis-review-gu,NO
gustatuko nintzaizueketen,gustatu,conditionalPastByNor,ni,280,conditional-past-axis-review-zuek,NO
gustatuko zintzaizueketen,gustatu,conditionalPastByNor,zu,280,conditional-past-axis-review-zuek,NO
gustatuko gintzaizkizueketen,gustatu,conditionalPastByNor,gu,280,conditional-past-axis-review-zuek,NO
irudituko nintzaizueketen,iruditu,conditionalPastByNor,ni,280,conditional-past-axis-review-zuek,NO
